order_id,order_date,region,product_category,sales_rep,customer_segment,units_sold,unit_price,discount_pct,satisfaction_score,revenue
S-100539,2024-01-09,EAST,Office Supplies,SAM PATEL,SMB,66.0,$206.98,10%,4.23,12294.61
S-100540,2024-10-10,EAST,Industrial,Aisha Karimova,Government,61.0,$176.91,10%,5.2,9712.36
S-100541,,West ,Electronics,Aisha Karimova,Enterprise,118.0,$254.66,5%,4.09,28547.39
S-100542,2024-03-18,EAST,Home Goods,Aisha Karimova,Retail,61.0,$241.14,15 %,4.49,12503.11
S-100543,2024-03-10, south,,SAM PATEL,Retail,117.0,$220.10,0%,4.39,25751.7
S-100544,2024-11-28, south,Industrial,Lena Park,Government,97.0,$327.35,10%,3.78,28577.66
S-100545,2024-01-22, south,electronics,Maria Gomez ,Enterprise,41.0,$146.38,0%,4.68,6001.58
S-100546,2024-06-20,North,electronics,Maria Gomez ,SMB,111.0,$151.50,10%,3.63,15134.85
S-100547,2024-08-24,North, furniture,SAM PATEL,SMB ,58.0,$152.94,5%,4.84,8426.99
S-100548,2024-07-25,West ,Home Goods,Maria Gomez ,Enterprise,71.0,$209.37,15 %,3.78,12635.48
S-100549,2024-09-29, south,Home Goods,SAM PATEL,SMB,12.0,$135.57,0%,3.84,1626.84
S-100550,2024-11-17,North,,Maria Gomez ,SMB,26.0,$235.87,10%,3.5,5519.36
S-100551,2024-06-06,EAST,Office Supplies,SAM PATEL,Enterprise,63.0,$225.93,0%,3.59,14233.59
S-100552,2024-11-27,West ,Electronics,,Government,33.0,$173.15,10%,3.87,5142.56
S-100553,2024-05-07, south,electronics,john lee,Enterprise,72.0,$314.27,0%,2.76,22627.44
S-100554,2025-01-28,Central,Electronics,Aisha Karimova,SMB,10.0,$234.94,0%,3.97,2349.4
S-100555,2024-07-20,Central, furniture,Aisha Karimova,Government,30.0,$330.33,15 %,3.82,8423.41
S-100556,2024-10-21,West , furniture,Maria Gomez ,Enterprise,80.0,"1,950",0%,4.53,156000.0
S-100557,2024-12-16,West ,Home Goods,john lee,Government,73.0,$237.94,5%,4.33,16501.14
S-100558,2024-11-13,North,Electronics,Lena Park,Retail,118.0,$192.16,15 %,3.71,19273.65
S-100559,2024-12-06,Central,Electronics,SAM PATEL,Government,108.0,$239.40,15 %,3.85,21976.92
S-100560,2024-08-02, south,Electronics,Maria Gomez ,SMB,97.0,$300.54,20%,3.97,23321.9
S-100561,2024-01-18,Central,Industrial,Lena Park,Retail,1.0,$205.04,5%,4.92,2769051.482800263
S-100562,03/15/2024,EAST,Home Goods,john lee,Enterprise,72.0,$284.07,10%,,2479304.0494939736
S-100563,2024-03-13,North,Electronics,Lena Park,Enterprise,28.0,$170.92,15 %,3.7,4067.9
S-100564,2024-12-21,North,Electronics,Aisha Karimova,SMB,32.0,$304.52,0%,3.48,9744.64
S-100565,2024-04-04,West ,electronics,SAM PATEL,Government,25.0,$190.71,15 %,3.28,4052.59
S-100566,2024-04-01,EAST, furniture,Lena Park,retail ,55.0,$312.39,0%,4.27,17181.45
S-100567,2024-04-09,North,electronics,Lena Park,Retail,15.0,$245.18,20%,4.21,2942.16
S-100568,2024-09-14,West ,Office Supplies,Lena Park,SMB,64.0,$369.28,10%,4.81,21270.53
S-100569,2024-08-16,Central,Industrial,Maria Gomez ,SMB,20.0,$141.90,10%,4.67,2554.2
S-100570,2025-01-14,EAST, furniture,Lena Park,Enterprise,60.0,$114.52,10%,5.42,6184.08
S-100571,2024-06-15,EAST,Home Goods,Maria Gomez ,Government,75.0,$187.62,5%,,13367.92
S-100572,2024-04-22,North,Electronics,SAM PATEL,Government,22.0,$122.31,5%,3.96,2556.28
S-100573,2024-01-20,Central,Industrial,Aisha Karimova,Retail,13.0,$122.47,15 %,3.38,1353.29
S-100574,2024-01-03, south,,john lee,SMB,96.0,$292.83,10%,4.48,25300.51
S-100575,,Central,Home Goods,Maria Gomez ,Retail,,$239.64,10%,4.17,0.0
S-100576,2025-01-05, south,Office Supplies,Aisha Karimova,Enterprise,574.0,$199.23,5%,4.46,108640.12
S-100577,2024-07-28,EAST, furniture,SAM PATEL,retail ,106.0,$207.11,15 %,3.47,18660.61
S-100578,2024-12-23, south,Home Goods,Lena Park,SMB,27.0,$189.23,5%,4.29,4853.75
S-100579,2024-02-10,North,Home Goods,Lena Park,Government,111.0,$380.28,5%,4.21,40100.53
S-100580,2024-02-07,Central, furniture,Aisha Karimova,Enterprise,,$177.48,20%,4.18,0.0
S-100581,2024-11-29,EAST,Office Supplies,Lena Park,retail ,79.0,$127.62,10%,3.72,9073.78
S-100582,2024-02-12,EAST,Office Supplies,Aisha Karimova,SMB,3.0,$307.66,10%,4.75,830.68
S-100583,2024-01-21,,Industrial,Maria Gomez ,Enterprise,24.0,$221.66,,5.23,5319.84
S-100584,2024-06-10,,Home Goods,Lena Park,SMB,, 85 ,5%,3.49,0.0
S-100585,2025-01-04,Central,electronics,Aisha Karimova,Retail,544.0,$195.27,20%,4.5,84981.5
S-100586,2024-10-02,North,electronics,Aisha Karimova,Government,55.0,$311.91,15 %,2.52,14581.79
S-100587,2024-02-09,West , furniture,Aisha Karimova,SMB,28.0,$331.99,10%,4.47,8366.15
S-100588,2024-11-30,Central,Office Supplies,Maria Gomez ,SMB,12.0,$195.69,5%,3.07,2230.87
S-100589,2024-12-03, south,Electronics,Lena Park,Retail,115.0,$176.85,0%,3.81,20337.75
S-100590,2024-11-16,North,Home Goods,Aisha Karimova,SMB,117.0,$303.02,5%,3.38,33680.67
S-100591,2024-12-27,Central,Office Supplies,Aisha Karimova,SMB,115.0,$288.87,0%,3.98,33220.05
S-100592,2024-04-05,EAST,Office Supplies,Maria Gomez ,retail ,19.0,$120.10,0%,4.56,2281.9
S-100593,2025-01-26,EAST, furniture,john lee,Enterprise,46.0,$144.08,10%,3.08,5964.91
S-100594,03/15/2024,, furniture,SAM PATEL,SMB,39.0,$24.40,15 %,3.9,808.86
S-100595,2024-11-16,West ,electronics,Lena Park,Government,39.0,$290.61,0%,3.82,11333.79
S-100596,2024-08-19,EAST, furniture,Lena Park,SMB ,50.0,$217.74,15 %,4.97,9253.95
S-100597,2024-11-07, south,Electronics,Lena Park,Retail,61.0,$226.22,20%,4.34,11039.54
S-100598,2024-09-08,EAST,Home Goods,Maria Gomez ,Retail,58.0,$96.23,15 %,3.45,4744.14
S-100599,2024-09-13,North,Office Supplies,Lena Park,Government,35.0,$146.66,15 %,3.84,4363.13
S-100600,2024-09-03,Central,Office Supplies,Aisha Karimova,,117.0,$199.37,15 %,4.96,19827.35
S-100601,2024-11-07,Central,Office Supplies,Aisha Karimova,Government,117.0,$182.85,5%,4.49,20323.78
S-100602,2024-10-22, south,Home Goods,SAM PATEL,Retail,40.0,$250.02,5%,3.59,9500.76
S-100603,2024-02-23, south, furniture,Aisha Karimova,retail ,27.0,$289.59,20%,,6255.14
S-100604,2024-11-26,Central,Home Goods,Lena Park,Retail,64.0,$432.92,10%,3.97,24936.19
S-100605,2024-08-02,North,Industrial,SAM PATEL,Government,44.0,$238.30,15 %,3.8,8912.42
S-100606,2024-05-09,EAST,Home Goods,Lena Park,Enterprise,118.0,$334.81,,3.16,39507.58
S-100607,2024-07-24,EAST,Office Supplies,john lee,SMB,52.0,$45.00 ,5%,,2223.0
S-100608,2025-01-21,West ,Home Goods,Maria Gomez ,SMB,5.0,$97.63,5%,4.86,463.74
S-100609,2024-12-09,North,Office Supplies,SAM PATEL,retail ,15.0,$210.05,10%,3.89,2835.68
S-100610,2024-11-29,West ,Office Supplies,john lee,Enterprise,9.0,$104.19,0%,4.04,937.71
S-100611,2024-07-04, south,Office Supplies,Maria Gomez ,Retail,46.0,$241.25,10%,4.18,9987.75
S-100612,2024-11-09,West , furniture,SAM PATEL,Enterprise,38.0,$173.66,15 %,5.32,5609.22
S-100613,2024-06-03,North,Electronics,,Government,102.0,$73.89,10%,4.1,6783.1
S-100614,2024-10-01,EAST,Office Supplies,SAM PATEL,Enterprise,106.0,$387.56,5%,4.7,39027.29
S-100615,2024-09-12,EAST,Electronics,Aisha Karimova,SMB,17.0,$194.31,15 %,,2807.78
S-100616,2024-04-09,North,Office Supplies,Maria Gomez ,Government,113.0,$100.80,0%,3.96,11390.4
S-100617,2024-04-16,North,electronics,SAM PATEL,Enterprise,70.0,$316.34,20%,4.11,17715.04
S-100618,2024-01-25,North,Industrial,Aisha Karimova,Retail,37.0,$178.07,0%,3.67,6588.59
S-100619,2024-02-25, south,Electronics,Maria Gomez ,Retail,49.0,$332.66,20%,3.99,13040.27
S-100620,2024-06-22,North,electronics,john lee,Enterprise,53.0,$177.66,10%,4.59,
S-100621,2024-07-10,Central,Office Supplies,Aisha Karimova,retail ,21.0,$194.02,5%,3.66,3870.7
S-100622,2024-03-07, south,Electronics,Maria Gomez ,Retail,104.0,$269.31,10%,4.1,25207.42
S-100623,2024-06-15,Central, furniture,Aisha Karimova,Retail,2.0,$290.42,5%,4.49,551.8
S-100624,2024-08-29,,Electronics,SAM PATEL,Retail,9.0,$305.32,10%,3.65,2473.09
S-100625,2024-04-03,North, furniture,Aisha Karimova,SMB,33.0,$232.37,20%,4.7,6134.57
S-100626,2024-05-15,West , furniture,SAM PATEL,Enterprise,18.0,$284.93,15 %,4.14,4359.43
S-100627,2024-05-27,Central,Office Supplies,Aisha Karimova,Retail,,$303.38,0%,4.01,0.0
S-100628,2024-07-21,West ,Office Supplies,Lena Park,Enterprise,46.0,$257.05,10%,3.0,10641.87
S-100629,2024-05-26,EAST,Electronics,Aisha Karimova,retail ,45.0,$227.87,20%,3.89,8203.32
S-100630,03/15/2024,EAST,Electronics,Maria Gomez ,retail ,15.0,$117.15,15 %,4.3,1493.66
S-100631,2024-05-10,North,Electronics,john lee,Retail,97.0,$290.93,5%,5.06,26809.2
S-100632,2024-06-22,EAST,electronics,john lee,Government,106.0,$243.58,0%,4.41,25819.48
S-100633,2024-05-31,, furniture,Maria Gomez ,SMB ,86.0,$204.84,20%,4.72,14092.99
S-100634,2024-03-14,Central,electronics,Lena Park,SMB,63.0,$348.61,5%,3.43,20864.31
S-100635,2024-10-01,North, furniture,Lena Park,Retail,113.0,$118.63,5%,4.03,12734.93
S-100636,2024-04-04,West ,Electronics,john lee,retail ,42.0,$379.74,15 %,4.77,13556.72
S-100637,2024-04-28, south,Industrial,Aisha Karimova,Retail,51.0,$238.11,5%,3.61,11536.43
S-100638,2024-11-13,Central,Electronics,SAM PATEL,Government,2.0,$266.99,20%,4.63,427.18
S-100639,2025-01-14,North,Electronics,SAM PATEL,Retail,85.0,$206.42,0%,4.5,17545.7
S-100640,2024-09-25,Central,Electronics,john lee,,12.0,$98.30,15 %,4.25,1002.66
S-100641,2025-01-01,Central,,Lena Park,Enterprise,80.0,$228.13,,3.92,18250.4
S-100642,2024-12-07,North,electronics,Maria Gomez ,SMB,94.0,$268.45,,3.56,25234.3
S-100643,2024-07-11,North,electronics,SAM PATEL,Government,26.0,$297.48,20%,5.08,6187.58
S-100644,2024-11-04,Central,,john lee,Retail,73.0,$223.17,20%,4.45,13033.13
S-100645,2024-05-11,North,Electronics,Maria Gomez ,Government,37.0,$53.63,5%,4.29,1885.09
S-100646,2024-07-03,EAST,,Aisha Karimova,Retail,48.0,$108.96,,3.87,5230.08
S-100647,2024-08-02,Central, furniture,SAM PATEL,Government,64.0,$414.42,20%,4.12,21218.3
S-100648,2025-01-19,EAST,electronics,Aisha Karimova,SMB,30.0,$147.13,10%,4.19,3972.51
S-100649,2024-12-05, south,Office Supplies,Lena Park,Retail,95.0,$361.30,5%,4.32,32607.32
S-100650,2024-07-14,EAST,Office Supplies,Lena Park,Government,47.0,$160.60,0%,4.5,7548.2
S-100651,2024-09-18,North,Industrial,SAM PATEL,Retail,55.0,$224.49,10%,3.67,11112.26
S-100652,2024-03-21,,Electronics,Aisha Karimova,Retail,97.0,$293.14,15 %,3.29,24169.39
S-100653,2024-11-17, south,,john lee,Government,28.0,$170.28,5%,4.15,4529.45
S-100654,2024-08-09,North,Office Supplies,Maria Gomez ,SMB,54.0,$375.34,5%,3.14,19254.94
S-100655,2024-08-01, south,electronics,SAM PATEL,Government,119.0,$246.44,10%,3.92,26393.72
S-100656,2024-11-02,,,Lena Park,Enterprise,48.0,$279.17,0%,3.82,13400.16
S-100657,2024-09-10,North,Electronics,john lee,Enterprise,14.0,$217.25,,4.37,3041.5
S-100658,2024-01-29,Central,Industrial,Lena Park,retail ,34.0,$295.99,5%,5.19,9560.48
S-100659,2024-04-25,West ,electronics,Aisha Karimova,Retail,114.0,$374.20,0%,3.03,42658.8
S-100660,2024-03-11,Central,Home Goods,john lee,,91.0,$228.84,0%,5.35,20824.44
S-100661,2024-10-20,,Electronics,Aisha Karimova,Retail,97.0,$387.03,20%,3.97,30033.53
S-100662,2024-01-15,Central,Office Supplies,SAM PATEL,SMB,31.0,$188.01,20%,4.29,4662.65
S-100663,2024-03-21,Central,Home Goods,Aisha Karimova,retail ,100.0,$304.95,0%,3.32,30495.0
S-100664,2024/08/03,North,Office Supplies,john lee,retail ,47.0,$281.57,0%,,13233.79
S-100665,2024-10-04,Central,Electronics,Lena Park,Enterprise,95.0,$149.17,5%,,13462.59
S-100666,2024-07-20,EAST, furniture,Maria Gomez ,Government,105.0,$258.17,5%,4.07,25752.46
S-100667,2024-12-10,EAST,Industrial,Aisha Karimova,Government,25.0,$240.63,15 %,3.03,5113.39
S-100668,2025-01-02,Central,Electronics,Aisha Karimova,Government,112.0,$167.48,0%,4.14,18757.76
S-100669,2024-02-22,,Home Goods,Maria Gomez ,retail ,76.0,$270.43,10%,4.57,18497.41
S-100670,2025-01-16,West ,,john lee,SMB,87.0,$252.43,5%,3.97,20863.34
S-100671,2024-09-02,EAST,Electronics,Aisha Karimova,Retail,91.0,$233.83,10%,4.75,19150.68
S-100672,2024-09-11,EAST,Electronics,SAM PATEL,Government,21.0,$234.17,5%,4.72,4671.69
S-100673,2024-02-08, south,Home Goods,john lee,retail ,89.0,$232.35,0%,3.75,20679.15
S-100674,2024-09-05, south,Electronics,SAM PATEL,Enterprise,26.0,$208.75,5%,4.98,5156.12
S-100675,2024-10-17, south,electronics,john lee,Retail,33.0,$251.89,0%,4.12,8312.37
S-100676,2024-08-20,North,Home Goods,Aisha Karimova,Government,14.0,$185.27,0%,4.13,2593.78
S-100677,2024-02-03,North,electronics,Aisha Karimova,Government,22.0,"1,950",,4.15,42900.0
S-100678,2024-07-28,Central,Office Supplies,john lee,Government,117.0,$120.21,5%,4.14,13361.34
S-100679,2025-01-09,EAST,Home Goods,Aisha Karimova,Retail,40.0,$190.30,5%,2.65,7231.4
S-100680,2024-10-16,Central,electronics,john lee,,576.0,$197.01,0%,4.0,113477.76
S-100681,2024-02-24,West , furniture,Lena Park,retail ,58.0,$413.44,15 %,3.35,20382.59
S-100682,2025-01-18,North,electronics,Lena Park,retail ,85.0,,20%,4.99,0.0
S-100683,2025-01-18,North,Industrial,john lee,retail ,69.0,$276.20,15 %,4.97,16199.13
S-100684,2024-03-08,North,Home Goods,Maria Gomez ,retail ,64.0,$261.11,10%,4.57,15039.94
S-100685,2024-11-16,,Office Supplies,Maria Gomez ,SMB,100.0,$268.36,15 %,3.97,22810.6
S-100686,2024-06-11,North, furniture,Lena Park,Retail,60.0,$345.09,5%,3.55,19670.13
S-100687,2024-08-25,EAST,Electronics,john lee,SMB,92.0,$343.35,20%,3.74,25270.56
S-100688,2024-06-27,Central, furniture,john lee,Enterprise,109.0,$201.67,15 %,5.17,18684.73
S-100689,2024-11-09,,Electronics,john lee,Government,81.0,$256.49,0%,3.72,20775.69
S-100690,2025-02-02, south,,Aisha Karimova,Enterprise,5.0,$81.55,10%,2.8,366.98
S-100691,2024-11-14,North, furniture,john lee,Enterprise,32.0,$248.42,5%,4.67,7551.97
S-100692,2025-01-07,North,Home Goods,Lena Park,Retail,74.0,$172.51,0%,4.93,12765.74
S-100693,2025-01-13,North,Electronics,Lena Park,Government,57.0,$224.16,20%,5.01,10221.7
S-100694,2024-02-06,North, furniture,Aisha Karimova,Retail,34.0,$96.74,0%,4.67,3289.16
S-100695,2024-04-11,EAST,Office Supplies,Maria Gomez ,retail ,40.0,$274.41,15 %,4.76,9329.94
S-100696,2024-10-15,Central, furniture,john lee,Retail,10.0,$95.79,,4.13,957.9
S-100697,2024-08-24,EAST,Home Goods,Maria Gomez ,Enterprise,28.0,$252.60,10%,2.96,6365.52
S-100698,2024-01-21,West ,Industrial,Maria Gomez ,SMB,94.0,$135.75,5%,4.12,12122.47
S-100699,2024-02-08,North,Industrial,Aisha Karimova,Enterprise,2.0,$167.78,10%,,302.0
S-100700,2024-07-27,Central,Electronics,Lena Park,SMB,100.0,"$1,299.99",15 %,4.03,110499.15
S-100701,2024-09-03,West ,Home Goods,,SMB,41.0,$289.97,5%,4.0,11294.33
S-100702,2024-03-08,Central,Electronics,SAM PATEL,SMB,97.0,$337.68,5%,3.57,31117.21
S-100703,2024-03-09,Central,Industrial,SAM PATEL,Retail,31.0,$372.58,10%,,10394.98
S-100704,2024-02-21, south,Office Supplies,Maria Gomez ,SMB,99.0,$174.31,20%,5.11,13805.35
S-100705,2024-08-13,North, furniture,john lee,Enterprise,69.0,$367.41,5%,5.13,24083.73
S-100706,2024-01-04, south,Electronics,Aisha Karimova,SMB,102.0,$115.43,5%,4.1,11185.17
S-100707,2024-08-16,EAST,Electronics,SAM PATEL,Retail,8.0,$303.42,,4.25,2427.36
S-100708,2024-07-09,Central, furniture,Aisha Karimova,Enterprise,95.0,$198.07,0%,3.56,18816.65
S-100709,2024/08/03, south,Industrial,Lena Park,retail ,33.0,$160.92,0%,4.45,5310.36
S-100710,2024-09-28,Central,Home Goods,Maria Gomez ,Retail,43.0,$292.23,10%,5.07,11309.3
S-100711,2024-07-28,EAST,,Maria Gomez ,Retail,6.0,$320.32,0%,3.26,1921.92
S-100712,2024-10-18,North,Electronics,john lee,SMB,114.0,$317.80,5%,4.36,34417.74
S-100713,2024-11-01, south,electronics,,retail ,77.0,$258.26,10%,4.4,17897.42
S-100714,2025-01-03,West , furniture,Aisha Karimova,Enterprise,117.0,$251.22,10%,4.39,26453.47
S-100715,2024-11-15,West ,electronics,Aisha Karimova,retail ,68.0,$284.78,10%,5.0,17428.54
S-100716,2024-07-26,EAST, furniture,Aisha Karimova,Government,19.0,$265.82,5%,5.22,4798.05
S-100717,2024-07-15, south, furniture,SAM PATEL,retail ,41.0,$286.02,10%,3.97,10554.14
S-100718,2024-04-04,West ,electronics,,Enterprise,53.0,$257.34,10%,4.47,12275.12
S-100719,2024-08-27,North,Electronics,john lee,Government,18.0,$311.64,15 %,4.15,
S-100720,2024-02-25,Central,Office Supplies,Lena Park,SMB,111.0,,15 %,3.75,0.0
S-100721,2025-01-07,North,electronics,john lee,Retail,114.0,$228.84,10%,4.25,23478.98
S-100722,2024-12-04,North,Electronics,SAM PATEL,SMB,68.0,$122.37,20%,4.47,6656.93
S-100723,2024-02-17,EAST,Industrial,Aisha Karimova,,70.0,$263.52,20%,4.22,14757.12
S-100724,2024-11-10,EAST,Office Supplies,Maria Gomez ,,84.0,$379.56,0%,3.62,31883.04
S-100725,2024-02-16,EAST,Home Goods,SAM PATEL,Retail,81.0,$199.70,,3.85,16175.7
S-100726,2024-10-15,EAST,electronics,Maria Gomez ,Government,8.0,$250.82,20%,3.85,1605.25
S-100727,2024-02-05,,Home Goods,john lee,SMB,,$304.30,5%,3.64,0.0
S-100728,2024-07-14,EAST,Home Goods,Lena Park,Retail,93.0,$64.24,0%,4.27,5974.32
S-100729,2024-09-20,EAST,Industrial,,Enterprise,96.0,$195.62,10%,4.33,16901.57
S-100730,03/15/2024,EAST,electronics,Maria Gomez ,SMB,71.0,"$1,299.99",5%,4.64,87684.33
S-100731,,North, furniture,SAM PATEL,SMB,107.0,$-6.24,15 %,3.63,-567.53
S-100732,2025-01-03,West ,Electronics,Lena Park,Government,70.0,$156.97,10%,3.78,2434517.4593267157
S-100733,2024-11-05, south,electronics,john lee,SMB,46.0,$333.57,0%,4.96,15344.22
S-100734,2024-03-24,West ,Electronics,Lena Park,Enterprise,53.0,$325.25,5%,4.01,16376.34
S-100735,2024-09-25,North, furniture,john lee,SMB,83.0,$271.82,20%,4.12,18048.85
S-100736,2024-10-19,,Electronics,Lena Park,Retail,106.0,$314.99,0%,4.0,33388.94
S-100737,2024-05-13,EAST,electronics,Aisha Karimova,SMB,28.0,$258.28,15 %,4.72,6147.06
S-100738,2024-10-22,Central,Electronics,john lee,SMB ,35.0,$287.21,5%,4.74,9549.73
S-100739,2024-12-25,EAST,electronics,Maria Gomez ,SMB,78.0,$213.17,10%,4.71,14964.53
S-100740,2024-11-22,North,Home Goods,Maria Gomez ,Retail,91.0,$249.84,10%,4.11,20461.9
S-100741,2024-11-01,Central,Industrial,Lena Park,Enterprise,,$186.25,5%,3.62,0.0
S-100742,2024-09-10,West , furniture,,,,"1,950",10%,5.16,0.0
S-100743,2024-04-18,Central,electronics,Aisha Karimova,SMB ,1.0,"1,950",15 %,4.57,1657.5
S-100744,2024-11-14,EAST,electronics,john lee,Enterprise,,$357.29,0%,3.85,0.0
S-100745,2024-05-25,West ,Office Supplies,john lee,SMB,114.0,$205.31,5%,4.88,22235.07
S-100746,2024-07-31,Central,electronics,Maria Gomez ,Enterprise,69.0,$158.93,15 %,3.81,9321.24
S-100747,2024-05-05,West , furniture,Maria Gomez ,Government,104.0,$348.54,15 %,4.88,30810.94
S-100748,2024-05-05, south,,Lena Park,Government,26.0,$286.23,10%,4.91,6697.78
S-100749,2024-03-04,West ,Electronics,Lena Park,Government,35.0,$267.93,15 %,3.59,7970.92
S-100750,03/15/2024,West ,Industrial,Aisha Karimova,SMB,117.0,$186.14,0%,4.42,21778.38
S-100751,2024-02-29,,electronics,Maria Gomez ,Retail,119.0,$276.18,0%,4.53,32865.42
S-100752,2024-02-04, south, furniture,SAM PATEL,Enterprise,105.0,$147.75,10%,5.54,13962.38
S-100753,2024/08/03,EAST,Home Goods,Maria Gomez ,Retail,38.0,$293.90,15 %,3.69,9492.97
S-100754,2024-08-10,Central,Electronics,Aisha Karimova,Retail,96.0,$357.21,15 %,4.89,29148.34
S-100755,2024-06-24,EAST,Home Goods,Maria Gomez ,SMB,55.0,$378.64,5%,,19783.94
S-100756,2024-10-21,West ,electronics,Maria Gomez ,Enterprise,467.0,$300.22,10%,3.42,126182.47
S-100757,2024-06-02,EAST,Electronics,Aisha Karimova,Government,102.0,$122.53,10%,4.03,11248.25
S-100758,2024-02-21,North,Electronics,SAM PATEL,Government,52.0,$256.77,5%,4.1,12684.44
S-100759,2024-10-18,West ,Home Goods,john lee,Government,37.0,$421.87,10%,3.52,14048.27
S-100760,2024-03-11,North, furniture,SAM PATEL,Government,117.0,$166.17,10%,4.27,17497.7
S-100761,2024/08/03,North,Industrial,Maria Gomez ,Enterprise,54.0,$234.97,5%,4.63,12053.96
S-100762,2025-01-14,West ,Home Goods,Lena Park,Retail,52.0,$360.15,5%,4.23,17791.41
S-100763,2025-01-09,West ,Home Goods,Aisha Karimova,Enterprise,80.0,$292.46,5%,3.8,22226.96
S-100764,03/15/2024,Central, furniture,Aisha Karimova,Retail,112.0,$450.81,20%,4.02,3186237.3268421097
S-100765,2024-11-08, south,Home Goods,john lee,Retail,16.0,$177.71,5%,4.1,2701.19
S-100766,2024-09-02,North,Industrial,Maria Gomez ,Retail,118.0,$155.87,0%,4.22,18392.66
S-100767,2024-07-10,Central,Electronics,john lee,Government,51.0,$344.05,0%,4.71,17546.55
S-100768,2024-02-25,North, furniture,Lena Park,Government,4.0,$138.35,0%,4.25,553.4
S-100769,2024-05-30,North, furniture,john lee,SMB ,37.0,$223.27,5%,3.33,7847.94
S-100770,2024-09-17, south,Office Supplies,Aisha Karimova,,56.0,$234.42,10%,3.79,2331799.890036977
S-100771,2025-01-29,EAST,Home Goods,Maria Gomez ,Government,81.0,"$1,299.99",0%,4.19,105299.19
S-100772,2024-01-02,Central,Office Supplies,Lena Park,Retail,68.0,$292.21,5%,4.72,18876.77
S-100773,2024-10-14,Central,electronics,Lena Park,Government,17.0,$278.85,0%,4.81,4740.45
S-100774,2024-12-04,West , furniture,SAM PATEL,Government,59.0,$205.79,5%,5.08,11534.53
S-100775,2025-01-15,North,Electronics,Maria Gomez ,Government,28.0,$343.28,0%,4.17,9611.84
S-100776,2024-06-18, south, furniture,SAM PATEL,Retail,33.0,"1,950",10%,4.52,57915.0
S-100777,2024-02-17,EAST,Industrial,SAM PATEL,Retail,85.0,$298.76,10%,3.3,22855.14
S-100778,2024-04-18,North,electronics,john lee,SMB ,96.0,$248.47,15 %,4.34,20275.15
S-100779,2024-12-06, south,Office Supplies,Maria Gomez ,Retail,19.0,$129.68,5%,3.51,2340.72
S-100780,2024-12-17, south,Home Goods,Lena Park,SMB,72.0,$185.81,20%,,10702.66
S-100781,2024-09-11,North,Electronics,john lee,SMB,51.0,$221.83,15 %,,9616.33
S-100782,2024-02-19,EAST, furniture,SAM PATEL,Retail,41.0,$194.56,0%,4.27,7976.96
S-100783,2024-02-18,West , furniture,Maria Gomez ,Retail,85.0,$238.63,5%,3.62,19269.37
S-100784,2024-07-10,North,,Maria Gomez ,,30.0,$391.13,15 %,4.32,9973.81
S-100785,2024-08-23,EAST,Home Goods,Aisha Karimova,Government,92.0,$346.01,5%,3.82,30241.27
S-100786,2024-01-13,Central,electronics,SAM PATEL,SMB ,48.0,$226.50,5%,3.57,10328.4
S-100787,2024-10-01,West ,Electronics,Lena Park,retail ,12.0,$137.30,10%,5.26,1482.84
S-100788,2024-08-05,Central,Electronics,Aisha Karimova,Retail,95.0,$353.68,0%,4.69,33599.6
S-100789,2024-01-05,EAST,electronics,john lee,SMB,102.0,$235.83,,4.29,24054.66
S-100790,2024-02-08,Central,Office Supplies,Aisha Karimova,SMB,68.0,$93.25,0%,3.88,6341.0
S-100791,2024-06-30, south,Industrial,Aisha Karimova,Retail,87.0,$300.56,0%,3.93,26148.72
S-100792,2024-10-16, south,Home Goods,,Government,18.0,$327.18,0%,4.95,5889.24
S-100793,2024-11-26,North,Office Supplies,Maria Gomez ,,41.0,$33.80,5%,4.27,1316.51
S-100794,2024-06-21,EAST,Home Goods,john lee,SMB,42.0,$169.91,20%,2.4,5708.98
S-100795,2024-04-28, south,,john lee,SMB,91.0,$230.61,15 %,5.43,17837.68
S-100796,2025-01-22, south,Office Supplies,,SMB,42.0,$302.43,20%,4.2,10161.65
S-100797,2024-07-02,West ,electronics,john lee,Retail,87.0,$196.16,10%,4.29,15359.33
S-100798,2024-05-06, south,Industrial,SAM PATEL,retail ,37.0,$169.27,5%,4.7,5949.84
S-100799,2024-06-25, south, furniture,john lee,SMB,72.0,$301.81,5%,4.36,20643.8
S-100800,2024-01-05,North,Industrial,Aisha Karimova,SMB,25.0,$200.19,0%,4.51,5004.75
S-100801,2024-04-30,EAST,Electronics,SAM PATEL,SMB,67.0,$286.07,20%,3.87,15333.35
S-100802,2024-07-25, south,electronics,Aisha Karimova,Government,10.0,$145.52,10%,3.42,1309.68
S-100803,2025-01-02, south,Home Goods,SAM PATEL,Retail,88.0,$45.00 ,10%,,3564.0
S-100804,2024-10-22, south,electronics,john lee,Retail,4.0,$304.20,10%,4.89,1095.12
S-100805,2024-11-08,Central,Office Supplies,SAM PATEL,Retail,119.0,$261.46,15 %,3.74,26446.68
S-100806,2024-08-05,Central,electronics,Lena Park,Retail,100.0,$318.41,5%,3.7,30248.95
S-100807,2024-02-14,EAST,Electronics,SAM PATEL,Enterprise,69.0,$194.73,15 %,4.77,11420.91
S-100808,2024-06-05,West , furniture,Aisha Karimova,Government,,$172.42,15 %,3.85,0.0
